DNA1,MART1,CD207,SOX10,GZMB,CD163,CD1c,KRT14,CD3e,CD11c,CD8a,aSMA,CD20,CD68,PDL1,MITF,FOXP3,PD1,panCK,CD16,CD206,CD31,Vim,S100A,LAG3,CD56,pS6,HLA-A/B,SOX9,HLA-DPB1,PCNA,CD14,CD66b,pH3,LMNB2,Nestin,H3K27Me3,PRAME,TIGIT,TIM3,CD57,cPARP,DNA13,CD4,Ki67_2,IRF1,imageid,ROI_major_category,phenotype
8004.301,340.45197,239.55748,348.48978,567.77795,537.45355,842.6409,62.467716,466.25668,369.42993,872.10236,186.09921,578.5874,244.53229,875.51337,820.10236,159.66457,1096.7795,90.451965,805.31494,1005.22833,385.6441,3185.8772,1048.5637,393.08505,579.5906,197.85669,589.9008,312.0866,182.80315,115.75748,562.6724,288.2047,105.59843,473.7307,329.09293,824.0551,598.0299,121.67716,100.52756,613.39215,202.92441,21.171654,235.82047,68.149605,258.1874,A,MIS,non_tumor
6622.6147,12568.836,1544.8064,8105.9814,2867.3079,815.3151,2406.7673,441.67456,807.7724,981.9516,1185.0731,185.37384,1013.0772,280.52524,1119.7219,1149.6097,201.65602,1706.9104,417.10916,1101.8898,183.5829,517.06384,7349.659,995.2637,521.05255,870.1205,457.26468,771.16376,336.862,228.21216,107.36663,405.69,304.00928,95.85788,1330.4346,633.4943,6793.0547,1134.9176,206.26674,1076.8064,930.50775,259.46652,474.04944,530.80536,104.08239,349.79092,A,VGP,tumor
14630.252,527.7084,554.79474,632.6821,801.8348,551.06134,2238.0125,2089.2478,563.55066,430.84857,768.67584,182.90488,705.05133,239.32166,908.2653,850.59326,182.52942,1278.9161,966.4944,823.0488,92.06758,330.6258,241.7597,1223.015,399.25156,599.801,120.37171,821.93243,153.49812,145.70964,133.06133,344.15768,289.3254,98.150185,2683.7998,425.34418,1269.8423,875.54694,163.11139,1265.1189,1018.1427,272.20026,1710.1477,457.9562,104.97872,272.58698,A,MIS,non_tumor
10963.767,699.20734,464.73007,771.1252,852.2221,493.31042,2119.53,789.0908,568.95337,467.1362,805.1988,190.027,738.3534,225.73006,945.82574,1312.7448,212.2773,1646.1533,1522.1559,895.5902,88.15337,325.21964,151.8822,333.59387,479.11166,804.63806,944.3043,897.8172,263.44662,155.02208,243.92516,332.72025,293.29446,204.67607,2804.0945,424.67484,3366.6245,846.0798,163.26503,756.56195,993.8086,268.68835,1103.3337,403.19388,87.476074,272.6098,A,MIS,non_tumor
6022.4385,222.13994,158.25597,576.2116,398.08362,394.79694,364.3959,52.13652,386.47098,292.68942,757.1587,215.27815,490.26108,220.5256,877.8754,629.1297,137.8959,972.8669,76.744026,619.6826,72.4215,336.5512,1627.2303,798.97784,354.30035,589.86005,64.182594,538.8379,415.4471,183.06485,64.617744,303.72696,260.81058,80.33788,373.0256,355.50854,685.2389,689.116,141.8942,1104.9215,762.70306,229.20648,1038.9232,375.11945,69.65188,291.314,A,MIS,non_tumor
18001.328,441.09943,391.28143,366.11444,687.4728,515.62103,9231.139,102.6454,3482.0188,6117.9775,1816.529,422.71295,817.3002,261.71295,965.8987,1212.94,469.6529,1399.2026,134.12195,1055.0168,1549.0901,1320.2345,7072.2495,1618.7129,473.3321,827.37335,88.1257,1817.289,227.39212,3615.968,159.10695,507.83676,324.26453,129.5028,4723.443,574.5779,5777.5215,963.8574,221.72607,1432.6041,916.9906,259.6548,934.7411,5150.216,89.53283,316.5891,A,VGP,non_tumor
7825.952,22926.236,3205.8909,11461.732,3393.8362,737.80237,3584.9377,185.6285,620.16797,1055.524,1946.4249,193.14006,718.454,220.34718,1254.7922,921.4089,180.04213,1933.8457,226.52818,854.8309,123.95786,388.1389,4473.0327,7654.19,434.29495,979.946,95.63323,746.53235,498.35846,242.16321,93.13175,345.93234,277.72818,86.28724,1129.3834,476.05164,11649.539,721.72284,153.0451,232.72226,651.28723,215.96677,192.62967,361.03915,68.32047,271.70978,A,VGP,tumor
9266.457,8272.778,984.0351,8760.685,1857.4683,806.0904,2264.537,958.54114,566.25507,600.43726,1030.4224,176.53171,755.3225,243.63428,1023.6356,1168.255,188.60728,1580.3009,702.8259,951.7827,153.01349,427.76114,10019.841,1045.7395,468.18625,517.49664,63.4278,871.583,324.76382,1561.7192,103.95277,379.807,296.62213,95.25776,3376.4507,564.9339,8389.266,940.332,193.77867,1265.4575,890.3266,253.80296,533.5115,495.51688,90.10256,332.09177,A,RGP,tumor
12763.001,5069.5806,689.9199,993.25037,1135.1179,552.0742,1760.9592,1661.7919,517.55023,475.72488,819.8108,186.7773,714.5328,225.1543,992.21545,1183.1208,211.47307,1663.6536,1735.0656,864.3377,90.57933,343.5604,1277.8239,680.86316,482.71762,746.3188,123.508,1003.30566,247.57642,153.49345,188.71034,343.9185,295.0204,131.72635,2552.8997,428.40613,3195.7263,946.179,174.2853,1267.853,908.8297,256.72052,1039.9884,485.43378,99.99854,363.12228,A,MIS,non_tumor
9874.399,1198.4766,2475.171,573.8182,809.4325,505.22314,1962.2672,1077.1226,466.9077,934.168,705.3113,179.28787,599.02203,217.15703,887.5661,881.12396,167.01102,1189.8099,1314.4531,712.21765,250.74794,425.7135,3388.9326,678.3595,374.39255,428.8595,95.05785,811.14325,263.5606,561.9408,110.647385,515.4394,274.36777,168.69835,770.19836,391.9394,1777.3856,753.5537,159.58678,1211.7094,810.0179,234.99724,836.7066,648.0138,75.3719,284.3044,A,RGP,non_tumor
8567.304,417.36176,261.6083,340.36176,729.1521,1390.7004,1858.3687,82.82258,1995.2373,6248.717,4657.2256,325.1198,750.1198,345.25806,916.553,1020.51843,216.48848,1173.7511,113.753456,1012.09906,2846.8179,1137.9769,3280.1729,3037.8733,444.3249,798.75574,60.543777,1136.7097,249.3295,2356.3064,94.35944,3752.0554,287.31796,88.21429,2080.9216,541.37787,1543.5898,846.6774,176.6705,2404.0461,840.06915,244.81337,695.18896,2757.9563,87.56221,287.79263,A,VGP,non_tumor
7148.1475,326.65338,420.83435,407.81903,569.7853,550.34357,18147.436,85.38037,628.14417,2414.2178,862.96014,198.49693,637.84357,230.29755,892.5215,840.2454,189.31902,1237.8344,147.92638,775.4509,2977,722.7515,15183.678,2487.8066,451.19324,670.3221,106.033745,813.4785,333.60123,5727.7793,85.582825,492.6687,268.2178,79.29755,1946.865,536.0368,1144.0859,855.13495,169.25154,3289.4172,724.5153,228.08896,99.444786,406.68097,64.91411,255.44478,A,normal,non_tumor
16701.494,348.3487,371.5899,349.66446,560.9978,1197.6952,3874.0767,125.88816,3743.4758,1476.5592,1207.603,231.98245,648.0482,330.5965,976.9518,956.3487,192.25877,1503.7566,133.50877,905.1338,2328.5723,633.3114,8501.94,1276.0504,427.29605,879.7961,187.28947,1780.1096,261.818,2165.0176,357.3794,698.136,322.0307,664.6754,3383.8135,443.13376,4004.2698,814.4035,176.41885,1950.0964,834.2785,247.03728,1332.1448,6988.4893,94.92105,337.5877,A,VGP,non_tumor
6513.913,791.8323,570.2073,906.3038,826.9462,555.0269,2348.9177,3643.5396,489.92563,318.84177,750.0981,173.42088,649.5997,238.39241,917.69934,841.56805,202.75316,1400.1044,3027.7896,755.13605,75.07912,331.48734,597.81964,767.4509,434.3481,459.57755,102.457275,847.5934,285.65665,175.0633,143,312.9288,287.6693,107.99842,1808.0743,444.19937,1646.2452,844.6709,169.0617,1404.7896,972.1282,272.8671,645.2975,648.2785,201.83545,347.59494,A,normal,non_tumor
4211.9253,401.95978,380.83524,738.90424,670.22034,494.86972,1329.2031,84.07663,487.93488,455.76245,930.7816,1030.6265,642.24713,225.84866,858.8812,1227.8314,188.8525,1094.5555,108.39655,1415.9272,307.0958,7308.157,8197.272,1651.1207,419.89655,662.74713,65.24904,879.8831,218.21838,475.659,99.34674,675.1475,289.795,78.72222,1474.613,638.908,1518.2759,846.9904,180.24138,1218.4482,893.0134,253.33142,319.9617,773.70496,74.9636,279.05746,A,VGP,non_tumor
15207.093,982.9545,676.41876,496.9435,1038.3926,989.1405,58284.06,185.17355,793.7011,17530.838,985.9518,200.78926,954.9325,309.3044,958.12396,1537.1019,372.6336,1343.4408,273.18457,1281.1804,5535.658,1379.9132,8176.537,3111.5454,555.02344,1232.1405,163.94627,1198.5261,302.2507,9117.641,163.07025,2000.7411,330.49863,113.552345,6545.6104,938.1956,2803.7273,1163.1749,215.86089,5628.9116,1153.5248,290.60883,585.0675,1000.35535,181.45868,369.39255,A,VGP,non_tumor
8786.389,485.76178,397.41275,526.5684,884.9528,553.2925,3577.1816,964.454,559.6132,431.3986,804.91394,228.70872,734.65564,240.94104,938.6085,951.95166,209.71463,1490.1721,2721.7205,1037.3844,151.14505,329.82782,111.10259,693.4399,445.87265,1013.8585,320.11792,1672.4423,270.52713,188.75237,113.028305,368.10968,303.15448,98.04953,2214.7324,415.7111,254.64151,909.29364,176.65094,1156.125,1086.3066,290.69812,1658.9894,481.01062,101.49646,284.51297,A,MIS,non_tumor
8749.857,335.73087,262.13394,405.5038,701.7385,498.41837,1160.0012,70.7398,474.41965,319.42474,716.6824,184.19643,644.037,217.83035,852.61865,853.4898,158.49362,1074.9847,130.76404,765.9924,129.39668,377.1658,7218.344,761.6722,416.6926,564.4745,79.08036,623.551,322.96173,126.86862,76.29209,333.32907,283.01785,86.591835,301.15308,398.10715,1785.0319,763.4541,151.7921,849.713,827.83673,240.32397,442.23087,374.6467,75.24617,274.96045,A,precursor,non_tumor
13255.075,1023.62024,546.5139,857.1829,760.6132,2902.7249,1651.1411,83.872826,1572.946,5925.8013,5184.54,188.76132,890.30664,323.93555,907.42334,1126.4878,185.49477,1274.5767,122.02265,965.1533,4938.711,598.26135,7734.6567,1627.2683,477.4634,792.669,116.834496,991.39545,284.8589,3762.9495,120.88502,2782.4216,305.17422,115.75958,3298.8188,543.3763,3312.265,863.9129,211.32753,1715.3798,832.9303,247.14635,302.0296,1107.1167,77.60627,277.53485,A,VGP,non_tumor
11328.219,550.65436,712.6412,703.9499,882.0712,576.73615,3652.7625,139.81003,705.53033,1245.4987,943.2691,641.8074,830.56995,253.89973,897.0185,1342.5647,294.33774,1261.839,310.7388,993.7124,1008.87335,6611.52,15190.887,1687.037,500.01846,697.8997,99.411606,1250.4143,281.686,737.0976,123.68601,514.6596,317.07388,102.78892,1831.599,753.715,3070.153,964.53033,191.79419,1798.9895,1014.70447,268.9921,773.905,1338.9841,92.88126,309.0686,A,RGP,non_tumor
21600.186,466.07742,327.2613,379.99033,763.56775,1036.7468,1856.6436,67.325806,2418.6436,5120.5615,952.5435,268.00967,796.9774,269.23547,903.3871,927.5726,276.70645,1589.1693,124.24839,1131.1241,2355.921,878.3919,4831.2065,2471.445,475.03064,758.6903,65.75323,1081.258,237.07259,1292.5065,120.54516,4054.3694,318.89355,112.770966,5948.5195,535.96936,3562.6646,995.7629,208.69354,2505.3645,918.3742,257.01935,1083.9839,4323.6597,93.85645,298.9129,A,VGP,non_tumor
19051.592,535.4779,424.83133,418.31927,826.80524,669.9538,1945.1285,110.03615,2666.5842,2521.287,5135.982,195.37349,960.48596,282.3494,950.8876,1183.1647,223.33936,1465.7329,142.61847,1089.4819,624.39557,611.8775,11456.574,1779.0221,521.57025,711.21484,82.18875,1724.2129,337.01004,1032.3835,186.86145,981.99194,348.42972,163.8494,3329.259,525.70886,4674.0884,991.49,212.5281,2071.516,982.48193,272.7731,1039.7751,4862.012,94.471886,307.63855,A,VGP,non_tumor
13321.227,577.4441,293.75082,436.6578,878.3909,595.72424,960.0188,58.62237,1315.3168,608.4496,782.9203,196.49391,817.2348,258.29236,860.93353,976.8738,1902.7365,1082.3987,99.423035,895.27795,211.21484,403.87155,1650.6965,1070.5648,433.29346,661.93134,57.312294,790.8926,355.32004,373.72757,79.34662,539.5072,303.75638,85.65116,2790.7454,585.10187,2395.6555,885.5216,211.21815,524.03986,863.825,251.4485,492.77963,1231.5626,79.27353,270.68106,A,VGP,non_tumor
9703.158,14699.014,1649.1777,10610.155,2646.2058,710.0056,1823.9266,724.0691,610.6516,692.7983,1202.2737,204.2553,745.6178,282.11847,1122.6093,1203.4541,183.12836,1782.6615,463.20874,919.14954,113.826515,391.16925,3886.5867,830.9027,426.11847,733.6446,234.81805,929.6417,393.1213,220.51762,266.7997,352.6897,285.2172,158.4062,1777.0112,506.0028,6328.526,1396.8999,170.59097,598.11145,824.9196,238.2426,828.48804,446.88718,829.598,336.07333,A,VGP,tumor
13544.823,421.77237,389.2561,340.19308,669.3049,595.4207,17673.492,93.67073,3683.5042,4535.451,1599.9451,194.23781,827.3232,244.08333,975.9309,1092.4147,451.9248,1688.9248,115.19512,927.3455,1088.6992,546.90247,5230.813,1878.0061,438.8435,884.59753,80.99797,1677.622,266.9248,6821.7905,145.44308,519.20526,309.49594,122.51219,3153.6626,622.3455,2589.5813,863.9309,215.97154,1549.5529,816.86383,243.97154,547.80896,3002.498,82.26016,307.43497,A,VGP,non_tumor
9534.277,627.8251,482.46893,5139.389,1114.1547,590.583,4700.2764,1295.943,645.8796,462.8175,825.2649,228.08238,844.1268,267.5843,971.4829,1866.763,242.55513,1780.3676,2214.3333,927.18634,105.0507,324.92648,81.58048,240.92522,457.49936,787.403,508.7858,794.218,412.17743,166.6071,82.02408,382.37897,315.40683,107.845375,1861.583,494.75284,1787.6616,956.9734,192.6185,724.1965,1132.0165,306.07224,1087.763,417.4043,94.005066,280.32318,A,MIS,tumor
8767.865,716.42584,614.0171,893.3498,903.3764,596.3308,2438.6104,4283.774,546.91064,412.6863,825.24524,190.58176,680.54565,236.03232,943.0114,6727.8745,408.8308,1617.7661,3385.652,812.7947,99.382126,329.54752,755.15967,626.6616,417.6255,553.4468,140.95247,1532.7433,271.09317,129.72054,164.02852,347.8555,301.37073,138.55704,2446.6692,455.93347,1424.4867,894.0285,175.60837,1282.9506,1051.3727,285.40494,1512.2756,461.78326,91.80038,288.3555,A,normal,non_tumor
20599.85,529.4071,294.2478,762.46375,818.29736,896.97345,1306.869,94.91682,1227.6761,1665.2974,1140.9983,220.91504,888.58936,290.1186,933.8035,1067.7505,289.4354,1237.8761,119.861946,1086.7151,1587.515,713.5929,3656.9592,1666.7982,470.54868,941.6584,107.814156,1184.2247,214.77345,1606.2566,110.31681,1181.977,322.87964,98.60531,2059.1257,499.7239,2042.6531,997.0885,203.89203,1785.4619,1029.2389,268.01062,1359.9115,2917.223,106.68849,302.7876,A,VGP,non_tumor
13218.92,582.213,475.14804,406.63077,804.861,618.9992,15494.581,99.78865,589.39557,6526.615,822.87006,203.93668,796.1447,257.65295,876.7829,1090.5592,209.41695,1280.4391,214.1768,937.6875,1620.3627,711.1118,7184.7935,1831.4309,486.26068,787.5551,82.921875,903.20557,225.00905,1674.2656,142.9482,499.34952,312.49258,106.688324,3050.235,527.46216,2135.7625,909.85364,173.25905,2029.6941,941.74756,260.93997,366.30264,821.93915,79.734375,275.05838,A,VGP,non_tumor
18767.92,518.37885,405.21347,535.86536,749.1596,3640.754,11505.29,79.63077,1071.6923,7617.6943,3065.5789,204.25,694.3519,548.5289,1008.2558,950.3173,183.62308,1424.8326,136.45769,1231.6654,11404.79,854.0404,5971.644,1921.9923,498.5904,952.07886,329.02115,1539.3462,232.64615,5044.2173,188.24423,3340.123,295.775,258.1596,6719.9463,487.84232,2019.5846,889.49805,178.95384,3050.073,889.30194,252.4,1809.1808,3028.7942,97.198074,413.8827,A,VGP,non_tumor
9373.506,4722.4985,583.9702,1263.2928,1173.732,715.5583,1441.6403,4564.5137,568.3921,505.93796,891.0819,182.83623,742.9603,242.71465,1023.1092,1167.3152,217.90074,1700.3746,3209.1912,935.861,108.0273,334.8412,611.3151,2107.9976,434.97272,617.0819,187.91563,1283.9082,580.8461,197.4665,444.77667,373.0248,301.7196,239.51117,2816.2754,527.9355,1580.4889,934.5161,182.12903,1048.3895,1045.9156,274.84616,954.5137,398.0918,108.30769,317.11166,A,VGP,non_tumor
8709.355,8561.029,922.8619,3251.418,1492.3352,827.31494,2245.7605,3296.919,475.00922,384.523,943.1897,182.39963,607.744,213.32228,1031.6814,871.23944,194.39963,1652.9098,3338.79,789.10864,125.51197,452.45673,13625.842,2206.7312,451.0755,431.33517,107.52302,671.4457,208.47697,108.093925,118.98895,304.56537,267.10498,106.15102,969.26154,411.06998,1704.8859,819.26154,160.50461,2043.558,855.7661,247.90791,828.8416,393.7385,101.58748,283.58194,A,normal,non_tumor
14802.605,1425.4214,650.8373,1560.1881,1000.4919,605.7396,1639.8987,3101.235,571.2857,457.70886,808.5009,179.27849,758.5316,256.35623,894.4611,902.4286,193.10489,1244.4032,1606.6799,874.4051,114.24051,347.4774,1899.0669,1532.1898,436.0199,687.70703,75,774.57684,242.24954,218.33092,91.53165,390.6546,298.97287,79.15371,2398.0796,449.49728,2621.3398,1027.5262,200.86618,1232.4395,979.51355,262.5479,920.5841,540.5027,87.92586,291.2206,A,MIS,non_tumor
18641.17,787.99054,543.1159,1184.1931,802.1202,612.8481,2099.2402,2489.8481,488.31244,364.13132,826.3614,185.22147,657.6137,216.99228,908.33563,902.9013,193.74335,1425.703,2232.001,776.78284,88.55365,335.9133,1075.43,1421.9073,423.78455,432.8884,242.43347,746.81116,309.2335,117.0103,430.98712,306.47467,278.4232,213.56052,3289.304,413.8472,2558.5442,828.4172,156.691,1358.794,886.9382,249.15451,969.0738,432.33905,178.09613,276.10815,A,normal,non_tumor
10464.22,44776.613,3537.1074,4843.423,4875.4204,961.9813,2865.7312,230.00233,754.3668,1002.79675,996.6589,188.08644,861.73834,249.79205,1686.6262,1201.9299,177.43925,3032.563,277.67288,1187.3247,138.79907,478.43924,7575.9067,1575.8738,570.70795,786.32477,75.09112,1040.4463,454.0584,229.30374,145.25,456.4182,297.764,88.94159,1031.5233,469.50467,2586.208,1333.1099,210.13318,1650.2009,903.75934,252.4743,665.5257,566.8528,101.25467,500.6916,A,MIS,tumor
13974.555,367.12427,241.71098,365.95663,508.45377,432.8266,1154.1532,103.82659,550.7948,414.0896,746.237,217.03468,560.62427,203.32082,855.4046,899.70233,186.35548,1201.7745,172.16473,715.91907,118.5578,458.16473,6218.737,985.6272,437.13583,776.48553,112.066475,670.29767,212.2948,161.50288,131.67918,325.7341,272.57227,198.40173,1162.6561,399.47977,5374.0376,701.8786,153.23988,802.3208,746.4104,226.94798,366.4711,668.34973,65.684975,265.17053,A,MIS,non_tumor
9131.989,357.74863,257.02762,401.59116,586.08014,521.70996,1518.7734,86.56354,486.6326,563.99725,765.9337,730.72375,579.1492,220.51381,878.8646,699.08014,156.79282,1070.4724,164.38121,695.46686,655.44476,945.7486,3426.2402,1612.1741,377.61325,566.06903,80.33701,881.8867,157.85083,589.4862,90.176796,659.1105,268.9917,108.124306,651.6575,419.1326,755.4641,727.0912,157.4337,1506.6906,833.0525,241.90608,971.2652,853.2569,72.51105,283.94476,A,RGP,non_tumor
13241.09,316.49655,345.3425,1623.7538,676.5832,553.5983,5740.798,76.5392,570.4388,1802.1967,813.9752,247.5502,607.19257,218.57222,869.28613,876.84045,162.60385,1130.4622,149.20082,763.38513,2460.967,806.03436,10868.122,2016.0908,468.337,613.0784,157.11005,860.4979,275.17056,1118.736,87.716644,390.022,275.94223,86.98762,1032.3562,449.53232,1461.6217,785.26135,153.39615,1631.8225,836.90234,239.74553,952.8294,1410.1595,75.83769,293.49655,A,precursor,non_tumor
11567.158,699.01154,367.75735,322.63132,890.6754,763.1996,40647.88,102.59979,684.1712,9313.03,849.5168,191.44537,931.50104,266.42963,897.41174,1224.5336,262.74265,1223.8182,241.6061,958.98425,4448.877,675.09033,3559.5305,2553.6072,504.36765,1079.3739,113.05147,909.9065,265.32144,5632.042,116.09034,599.7216,312.95483,96.40441,5782.1294,717.2962,1457.3068,1019.02203,181.31093,2776.2058,989.5578,266.7668,392.7395,1655.4181,80.609245,284.7773,A,VGP,non_tumor
4569.726,3284.0862,706.7112,1658.3837,1402.237,621.3125,2177.6143,1553.4159,646.86206,491.45044,827.46985,184.25647,844.8858,253.55173,952.6422,1036.2844,217.11638,1604.0625,3343.4526,914.49567,99.144394,337.90518,1153.7781,648.8836,463.96335,557.06683,155.4181,800.62067,307.04956,213.02155,93.31896,401.10776,308.60776,79.17242,1417.9181,452.89008,963.53015,998.5884,182.47414,1104.9224,1041.0538,280.61423,574.1422,484.30173,104.82758,298.33405,A,RGP,non_tumor
10618.72,484.50214,319.54175,382.12097,645.5546,464.6199,1172.0503,82.35332,484.37793,325.89078,704.1617,567.70984,678.91223,240.12527,851.69275,853.1799,177.28479,1045.3972,162.49358,825.80945,446.19058,675.4422,4666.545,1591.3544,438.6424,397.70663,53.961456,589.0129,277.1852,110.2152,61.85653,338.69485,290.7623,81.190575,817.894,454.73126,4234.2944,794.08997,177.65846,635.7966,848.6103,253.53961,126.37152,323.20236,69.010704,263.83725,A,normal,non_tumor
12557.291,584.43634,267.96362,344.94547,635.1818,452.14545,923.8909,264.14545,517.4,593.2182,778.36365,352.0909,656.9636,224.58182,870.7273,1238.8363,167.4909,1204.6182,283.45456,808.2,172.8,2388.2727,4763.2183,942.5091,392.45456,601.61816,134.83636,856.58185,208.74545,215,186.3091,357.74545,299.78183,219.4,3662.6726,541.6727,4774.4907,798.87274,160.90909,1053.4364,833.43634,240.27272,589.7273,768.2364,82.818184,273.65454,A,VGP,non_tumor
13511.936,668.92456,322.32098,327.1948,841.0727,742.2428,1164.5967,67.016464,718.9959,3935.7244,862.5336,198.46638,776.0041,257.58572,880.49243,1023.25653,297.9863,1127.3444,132.1413,992.2538,1030.4253,476.05212,3584.7517,1524.9081,440.89713,659.3553,77.32784,842.8011,232.73799,586.72565,115.412895,787.3388,306.75034,115.503426,1478.8944,461.52127,2337.8218,852.5597,170.75995,966.011,854.5775,244.66805,511.66803,1137.1304,89.68038,322.10837,A,VGP,non_tumor
11108.507,390.42203,337.41995,395.8212,568.8836,520.3742,5357.335,97.49272,565.5967,757.2162,786.82745,208.41164,3207.1477,221.5738,881.3763,948.7089,189.90645,1157.3971,156.5738,795.2474,1246.1663,653.1476,7424.4907,1300.7152,464.1559,874.55096,125.56133,963.8545,242.38046,2489.5967,89.0395,599.7484,277.237,88.83368,2745.2952,477.1871,5644.965,817.8794,156.74013,1420.1809,815.3742,235.25987,631.1518,1768.9646,77.95426,283.69022,A,MIS,non_tumor
13967.915,787.22156,421.61078,445.97308,1199.7743,669.86957,550.11597,88.91097,739.9627,565.7205,757.5632,188.59006,968.4679,304.23395,888.4099,1117.5756,219.80539,1104.2174,102.722565,997.4203,992.22363,364.05176,1163.6522,429.58386,480.53622,753.76605,59.90062,705.2754,519.1532,365.8095,58.389233,699.05176,307.3996,77.37681,455.56937,465.83023,521.3851,734.3789,153.77432,327.62732,740.7702,228.32298,215.59006,349.84473,82.84265,278.42444,A,VGP,non_tumor
13810.957,412.6836,344.10156,431.09375,716.33594,556.3633,1764.8262,91.19336,1822.5117,1103.6348,4014.7422,761.0664,779.56055,251.73047,897.2637,1008.5547,266.42578,1278.3848,109.92578,976.0781,274.82812,3844.2676,8562.877,1683.3027,455.72266,706.6543,88.39844,1282.6426,192.6875,528.25977,134.08594,967.1289,308.04688,106.22461,3979.1992,510.79883,2499.6387,980.2578,221.88086,1774.6426,942.8613,257.52148,942.2637,2154.8535,111.01367,331.2207,A,VGP,non_tumor
23054.83,488.2923,433.02155,332.2277,661.3631,694.7477,2157.8738,86.23077,3661.6553,4747.9536,3969.8093,188.96307,816.79694,247.0923,916.49536,1014.6123,414.6523,1764.1692,121.30769,1150.9292,640.0339,548.8246,3512.4,2286.163,496.07077,728.1908,78.44,1337.9877,220.13231,1112.6492,205.13231,1149.9939,325.03384,194.19693,7268.397,594.92,5733.9907,959.68,283.70462,1578.16,871.2831,256.8277,1253.12,4690.8154,93.94769,311.46768,A,VGP,non_tumor
20541.902,510.5275,364.7025,463.63376,897.975,598.3625,7687.416,83.9725,636.04877,2150.6887,734.79877,207.74374,827.4725,262.465,878.34375,1097.1475,211.33125,1103.9712,165.74126,939.39374,2287.62,575.245,4390.7285,1562.3,479.65625,451.33374,57.12375,919.6175,363.735,1260.1875,85.44625,552.5712,313.215,82.8175,3725.4875,509.0675,1880.4675,1011.66,180.93625,1392.4325,1019.71124,265.97125,825.2325,1086.2063,216.49,293.13376,A,MIS,non_tumor
7071.312,584.2985,352.9951,423.31204,716.8796,2253.5122,1638.8464,79.65848,556.1904,12612.866,951.7961,247.37346,643.656,252.7887,899.00494,801.99756,163.13268,1115.7678,137.40787,936.87225,9325.51,1158.1143,6580.5737,2026.1069,443.15726,737.8538,90.417694,1106.2998,256.01474,1497.3784,106.31573,2647.2715,274.47543,113.52211,1408.0037,428.7543,1476.247,748.3022,154.36609,1858.2273,798.57495,235.75061,797.83905,1346.7076,81.78624,289.1081,A,VGP,non_tumor
8577.192,505.32776,475.16388,1008.2174,865.9331,559.6923,1838.3579,4898.2627,494.76254,356.50668,771.6906,193.97325,622.6555,212.68729,895.7475,979.0418,178.22241,1302.3829,2419.2625,715.7358,78.46488,320.41806,348.18228,626.88965,379.20233,464.45486,183.07526,875.86285,227.8311,137.71739,142.44983,309.16388,273.7057,88.34615,1822.3914,385.86456,1194.7609,776.1388,153.7291,993.3311,872.24585,250.27425,1274.6288,398.74246,367.74918,281.05017,A,normal,non_tumor
14796.222,858.43335,574.48694,676.95795,1045.6898,686.6029,2442.7188,2861.545,594.04926,481.24203,801.62463,178.7,802.88696,263.29855,895.89856,1179.1478,212.4913,1421.9985,1933.3116,885.02026,141.92464,330.65652,755.25073,658.36084,435.92175,393.77393,75.5942,810.9884,473.61304,191.35362,127.9971,380.6174,302.05942,85.95797,3475.2986,461.8768,1187.7783,987.53766,189.21304,995.95654,1004.171,275.13043,740.742,547.7348,148.05362,279.42175,A,normal,non_tumor
13648.975,937.2165,330.0997,401.21964,863.1838,527.75543,7681.3926,586.7181,547.7165,2352.106,752.73834,189.88785,694.5763,233.10593,886.5296,1040.4221,185.90965,1136.6963,439.93613,767.04517,1678.4689,599.3333,3464.662,938.3956,432.23987,462.45328,69.39097,647.62463,233.29594,628.8053,73.9486,344.9673,288.95328,79.15265,2602.7258,473.6246,2808.0715,876.9174,170.53894,1527.0125,866.45795,247.82243,755.0234,427.69315,90.03271,279.12927,A,normal,non_tumor
11400.012,437,396.64072,482.82635,689.87427,1785.0659,9249.587,113.41317,1614.018,5103.2397,2547.1558,211.38922,1209.2455,419.3413,962.43115,930.38324,294.3054,1301.7485,132.04192,1127.2335,5795.958,759.07184,4998.2334,2602.6707,431.03592,968.08386,219.01198,2780.8025,245.3473,3446.7725,289.37726,2032.5808,286.9042,219.47305,4009.3892,461.8982,2128.2695,814.1497,190.33533,3104.078,843.1856,239.34132,1343.5808,2947.2156,201.7964,305.22754,A,VGP,non_tumor
16958.803,538.3041,328.46268,375.34515,683.7071,1902.9552,19394.79,95.083954,1781.1194,6238.181,881.51495,194.83209,742.3209,258.72388,908.99066,949.7463,288.9571,1330.2034,150.79105,1038.1306,13341.076,622.78174,6056.9233,2429.8171,489.33768,822.6213,116.962685,1422.3246,224.77612,3569.265,215.70149,1687.2351,292.4235,176.08769,3679.539,561.7761,1783.9664,804.4142,187.27238,2655.612,852.01117,250.58769,771.11383,1803.6324,90.899254,298.18845,A,VGP,non_tumor
22507.012,430.31702,315.23007,285.52173,764.6467,694.87683,1630.884,88.26993,1832.3134,2621.5635,1089.2174,202.72282,842.27716,270.34058,889.36597,1188.826,255.14131,1485.4928,111.878624,1101.3279,643.02356,514.375,6208.0923,1294.4094,486.94928,732.73914,104.766304,1214.6648,230.06885,803.80975,194.67754,943.3424,345.46194,167.6884,3902.384,508.53442,3697.1902,997.61774,212.01993,1519.5109,952.88226,261.16306,1285.1594,3940.7573,110.31703,340.63223,A,VGP,non_tumor
