DNA1,MART1,CD207,SOX10,GZMB,CD163,CD1c,KRT14,CD3e,CD11c,CD8a,aSMA,CD20,CD68,PDL1,MITF,FOXP3,PD1,panCK,CD16,CD206,CD31,Vim,S100A,LAG3,CD56,pS6,HLA-A/B,SOX9,HLA-DPB1,PCNA,CD14,CD66b,pH3,LMNB2,Nestin,H3K27Me3,PRAME,TIGIT,TIM3,CD57,cPARP,DNA13,CD4,Ki67_2,IRF1,imageid,ROI_major_category,phenotype
25120.7,1270.6725,359.5508,622.41846,1247.9666,319.5976,11060.166,73.97727,2348.7512,7362.194,1276.9344,49.347595,1242.6417,341.81683,684.7928,1203.4573,311.92914,876.35425,89.26337,951.35693,295.46255,591.5829,3543.5,4581.222,413.35962,639.5775,42.524063,931.2701,345.63504,2619.56,61.169785,413.1337,210.14305,61.41444,6749.4893,491.83557,6014.992,1027.5896,181.1123,2708.9854,764.26337,168.26204,1694.3489,4132.0547,98.4893,431.627,B,VGP,non_tumor
10823.344,366.53876,361.95044,293.44363,927.259,352.78577,2057.7185,2884.2886,539.1791,677.84735,880.06714,39.191845,765.77216,247.96962,523.90326,858.0456,179.09352,1410.1039,3725.6907,601.73303,150.05995,131.02718,312.72583,449.07275,250.01918,379.57553,179.30215,446.90247,354.251,122.007996,50.91367,308.004,158.78816,28.382895,1594.7842,322.92807,4578.838,589.4269,138.73062,587.558,498.3989,128.58273,368.45804,395.8785,65.1279,375.79617,B,VGP,non_tumor
8840.073,2049.565,430.1201,889.16144,1273.5886,317.0374,2440.3918,81.24803,1233.7737,2779.2617,2473.38,41.757874,1055.2461,311.0315,582.07086,975.4508,176.47835,712.1634,93.65945,907.4823,269.8189,352.8386,1869.1536,2859.75,346.58072,476.18307,43.651573,749.70667,430.9449,543.1594,58.875984,401.55905,182.8189,35.165356,1934.8622,333.97244,1779.3956,844.8858,152.77559,1060.6161,658.9862,150.00394,932.1043,1776.8622,114.06693,433.25592,B,VGP,non_tumor
8526.029,5486.4565,627.5196,4628.15,1652.1295,324.0886,1918.3407,99.14992,701.97784,616.8041,1004.40204,42.50085,941.64734,265.22147,598.7973,1059.1942,210.82283,840.9744,100.96763,769.0153,228.77342,401.12607,4800.7173,4867.7954,307.83475,506.569,40.749573,733.8654,547.3169,150.44464,56.504257,314.7104,151.46167,35.65758,2179.346,323.84326,3058.346,983.36456,138.46849,1326.5332,575.259,131.16695,675.99316,591.1772,90.15332,414.13968,B,VGP,tumor
33091.01,493.93912,336.81958,137.27174,1170.5826,419.0348,1572.3478,53.15652,3278.9521,1302.9805,2738.7783,77.92826,1467.3348,404.86304,559.4109,1291.95,269.63043,731.4109,64.4087,1149.6478,326.98697,629.4804,1692.9739,1263.7848,538.3435,465.61957,32.74565,985.18695,443.7913,217.77826,39.993477,682.0587,346.3913,46.22174,9816.211,539.90436,3669.876,1444.6348,233.07608,1112.5153,995.7717,232.48044,2262.1826,6164.0283,117.78478,385.59564,B,VGP,non_tumor
11100.331,291.06982,347.26352,311.31305,727.0946,313.91217,2919.3604,42.698196,1223.3829,5555.387,1572.3041,40.03829,747.4459,218.57658,523.81305,643.4572,126.97072,508.73422,69.47973,611.29504,544.0068,386.47748,4123.4326,1472.6735,256.3581,419.27927,25.596848,470.24326,223.36937,1192.2455,39.765766,333.32208,162.88739,38.436935,1924.6666,345.1081,5311.5767,595.89417,124.48874,1010.4865,491.1554,120.13513,347.25226,1239.669,64.02702,377.80856,B,VGP,non_tumor
16741.018,380.82364,257.41583,185.28658,909.505,280.86072,4166.005,54.856712,3022.0352,2988.487,822.40784,68.08216,1041.507,284.6503,544.82666,836.54407,162.43587,564.68835,73.151306,760.82764,786.13525,349.95993,1069.505,2055.1072,320.04007,475.47797,33.195393,726.985,217.91985,814.62524,39.191383,409.53607,180.78256,35.128258,4787.362,336.5932,2282.2295,858.53107,143.56914,1465.2855,642.1493,151.27354,1185.8096,5371.6455,78.21443,387.75552,B,VGP,non_tumor
30008.611,568.60406,307.42856,173.9796,1482.551,457.0653,2093.0122,70.69388,3762.7593,3413.3062,3510.4204,77.72245,1633.2041,457.7592,587.4286,1569.3755,742.4898,893.33875,64.25714,1348.1266,721.17957,600.0857,1343.2776,1629.445,593.17554,574.4163,49.575512,1125.5225,516.7878,987.6531,65.90612,688.47754,316.0408,66.47347,14862.588,589.4245,7148.3916,1728.1714,275.21634,2665.0244,1085.0408,250.57959,3420.3591,6902.1553,142.7306,436.3347,B,VGP,non_tumor
8015.389,5723.171,1042.7906,6908.2114,1590.0397,381.2622,2120.2734,96.48374,627.3984,493.89432,1006.1484,39.988823,824.7673,184.23679,587.09247,864.81604,120.95935,823.5498,103.520325,642.7104,179.96748,429.88922,5762.2734,6454.55,270.8801,443.64227,25.546747,558.94104,253.85265,109.53658,52.276424,900.2744,411.30487,25.620935,2644.006,364.64838,3135.2622,653.17786,105.33943,1481.0651,432.6118,103.02134,311.33536,325.20325,100.90142,389.06503,B,VGP,tumor
7365.0093,501.29907,361.21964,298.82712,979.26636,313.28973,1671.4019,260.31775,644.03735,1388.0771,773.1402,40.892525,860.3061,262.52103,500.94394,732.54205,138.01402,492.986,182.94626,717.1986,1367.8785,539.3972,4986.451,759.8902,273.12384,329.86917,48.093456,479.32477,193.14018,291.8972,32.962616,370.5701,167.21028,25.287384,1172.056,274.87384,1507.8901,596.4439,126.51636,741.4673,515.1402,124.38318,351.74298,469.95328,79.72897,376.64954,B,VGP,non_tumor
4451.319,8380.073,867.24927,5099.803,1919.6738,438.69354,1807.776,101.63636,605.31305,685.2727,1058.9279,39.152763,830.52576,239.14339,662.08624,940.0881,134.64854,1034.9203,125.11153,718.19867,235.15463,494.91846,5880.5635,7381.7573,305.87628,479.7254,64.1612,706.63635,428.1612,129.13214,54.475163,268.86972,120.41331,28.194939,2201.1829,346.0478,5303.1143,942.2905,133.43018,1227.8463,485.49298,112.04874,325.4986,406.65417,68.04311,433.54453,B,VGP,tumor
19178.662,360.34692,500.95334,198.40816,887.6064,357.89212,16944.734,36.655975,1307.0758,6265.7407,940.76965,41.04373,845.55975,230.68805,632.3032,828.91254,586.2245,676.33527,85.4344,712.06415,2120.0903,888.7289,7094.0815,1614.3673,313.65308,626.55975,29.842566,546.035,268.89795,2549.4082,51.553936,443.3994,169.41692,47.921284,13449.222,447.6589,5125.108,924.74054,132.99417,1600.3673,538.06995,122.23615,393.91254,4854.653,64.44607,419.52188,B,VGP,non_tumor
11533.09,327.02023,261.474,238.22832,770.6214,295.36707,1706.2601,41.34682,1464.37,368.36127,947.28613,511.0636,726.4364,198.09248,496.237,654.34106,154.763,610.1156,111.9422,541.35547,176.62138,769.4422,3087.3901,547.23413,205.71098,367.5578,29.300577,408.0549,227.34682,121.69653,56.242775,485.9364,228.02312,48.84104,1310.5289,295.66763,4287.1445,575.00287,117.00578,754.71967,471.34683,116.390175,401.4133,1490.8815,56.635838,370.42487,B,VGP,non_tumor
9753.632,293.72137,259.5201,203.92415,742.644,321.64706,2836.4194,28.43808,1006.3328,2848.6843,876.93036,51.317337,652.0805,184.9644,507.70435,571.6285,109.66254,460.9226,61.54799,462.74457,1068.7028,326.63312,2776.271,918.53406,219.08049,416.36377,24.611456,396.89474,217.14087,999.16254,33.239937,486.98297,136.52477,27.272446,2731.5774,290.62384,4772.107,551.3096,129.24149,1044.6316,443.59753,113.87926,411.04953,2236.2183,57.95975,377.07895,B,VGP,non_tumor
7296.906,8749.598,945.4935,5445.724,1701.6818,428.6656,2133.2468,91.89448,593.2857,570.78894,975.013,40.186687,726.3393,182.13962,631.6445,881.5909,116.18831,842.0536,81.70942,637.8425,210.01137,354.48215,5598.453,9862.002,250.01624,420.76624,72.53409,629.80035,307.87338,122.34253,68.10227,968.4464,456.8052,26.084415,2491.9417,419.70456,2244.919,864.97565,113.37175,1811.69,466.69318,104.05032,372.7987,429.5422,139.49675,409.78897,B,VGP,tumor
43782.023,6607.866,674.3495,5628.2393,1698.5227,409.36417,4620.668,86.18649,896.84875,1790.7886,1460.116,116.79883,1097.0779,296.99707,631.4141,2345.4626,255.56387,1232.3715,152.84142,1080.5638,1014.58734,692.86786,9709.443,8569.545,421.11896,606.50806,28.74743,812.4934,904.5286,251.78267,53.397945,533.97943,198.30249,34.34655,5249.5684,452.55948,5556.4478,1260.3685,160.03818,1404.1718,692.7988,162.58444,1479.1924,691.6505,78.14097,417.26578,B,VGP,tumor
11854.13,491.13312,478.31818,423.77274,1079.9221,339.5422,6759.581,78.262985,2875.4644,4676.799,3537.8474,51.415585,3396.9155,325.6948,598.1169,1144.6559,5355.6333,1032.1428,107.02273,1812.2727,560.5,306.87338,2157.922,2859.0908,388.53247,497.0844,96.72078,893.60065,268.18506,1199.7858,65.5487,435.64935,223.05844,51.334415,6360.6265,429.61038,4435.234,962.9415,194.7922,1577.6721,689.66235,161.85715,1223.474,3833.5618,91.847404,473.16882,B,VGP,non_tumor
7805.854,335.3948,374.1414,289.23642,754.5034,317.00113,2012.5079,620.4581,533.1572,398.29187,517.4039,40.58258,743.8507,207.27263,523.3869,667.49207,148.50226,954.5328,1280.3088,583.4276,118.01584,105.125565,169.73529,590.31445,225.8699,306.81223,26.447964,444.32013,186.71945,103.3405,61.579185,689.84955,339.40158,31.81561,1981.207,269.95813,1850.7466,642.586,134.77263,1045.5825,532.1844,137.73529,547.82465,333.33145,69.291855,371.36426,B,VGP,non_tumor
11193.142,521.27954,316.17868,211.04611,1221.7867,348.69165,3520.8445,63.757927,3199.588,3248.85,4142.9077,109.15274,1218.2853,351.098,546.3631,1095.0951,213.53314,653.50433,67.3343,941.14124,959.0202,950.22766,1677.6715,1543.1095,418.19022,494.8271,56.193085,805.73486,304.6369,723.9136,39.79827,477.91068,218.08357,33.45245,3925.6772,417.7176,2351.7463,1024.2075,196.6196,1267.4496,784.1527,183.19597,1651.2421,5696.0664,97.945244,406.29108,B,VGP,non_tumor
8471.701,429.2024,360.13293,478.08234,1040.7103,448.62698,1938.4087,5479.006,614.6528,666.8482,884.5476,40.881943,838.0129,265.999,522.747,791.15576,192.10616,1606.8849,5268.6567,622.2847,131.88591,132.36707,484.46033,490.08533,271.2857,372.32837,273.66467,495.79364,728.5228,106.179565,56.224205,319.45337,179.95932,29.016865,1799.6279,297.26984,2391.2312,630.40576,137.14682,580.94543,532.0714,133.10516,373.27975,339.01984,65.61905,387.32043,B,VGP,non_tumor
25057.42,535.5966,291.78152,165.21849,1648.9243,470.73108,2997.7898,81.15126,3929.311,6090.9497,4554.4624,101.98319,1600.5967,437.94116,610.82355,1508.7059,316.5462,825.1008,58.613445,1306.9076,2544.6218,834.56305,1092.1008,1830.2437,542.30255,529.13446,39.789917,1016.60504,1122.2185,831.521,49.689075,940.82355,280.9496,48.840336,6842.1514,534.8571,4347.8657,1333,242.88235,1596.8319,946.7647,221.2689,2631.9412,9346.975,118.268906,399.5126,B,VGP,non_tumor
39652.457,378.1523,264.88742,985.34436,1017.4106,345.48343,5800.8345,69.66888,3244.8145,14497.888,1416.7748,43.44371,1098.5099,287.06622,562.1722,930.8543,211.27815,1228.6556,106.17881,906.8344,2307.3113,550.7152,5923.139,1558.7086,355.81458,413.99338,39.76821,608,172.86755,365.17218,58.801323,507,202.60927,40.847683,3908.894,445.62915,5267.4834,784.3775,188.62914,2138.8213,599.0199,142.96027,674.77484,8510.205,77.927155,405.5828,B,VGP,non_tumor
11382.01,380.11868,395.21762,257.48663,903.2136,300.57666,2570.999,1296.6083,657.07715,450.56577,757.78143,40.916912,855.31256,267.90308,531.84174,820.8012,191.58951,1485.5044,2221.109,709.75867,127.83976,122.488625,176.77942,747.1385,287.23444,415.7547,24.458952,579.2048,238.56973,99.228485,69.712166,347.19583,202.10683,29.796242,2258.5786,307.182,918.094,727.7824,145.81404,1157.1207,588.3956,150.86845,865.25323,359.99704,73.59248,375.093,B,VGP,non_tumor
15400.3545,518.2514,656.4857,398.85144,1146.9143,384.41144,13963.605,77.49143,3718.743,27218.79,1991.8286,44.05143,1122.8915,326.33142,743.85144,1145.3828,512.66284,876.5714,108.98857,1260.3715,2087.9429,502.09143,3041.56,2244.3142,352.68,672.73145,61.30857,787.1886,293.81143,4058.2,73.57714,560.2,225.30286,50.005714,9477.886,535.32574,3784.7544,980.09143,147.30858,2528.5942,646.9772,142.98857,999.50854,6066.943,102.42286,528.56,B,VGP,non_tumor
54559.41,396.39822,338.63718,249.4096,1080.1973,308.81543,3308.7446,72.477875,2734.8735,1916.4121,11438.467,42.792667,1067.4235,286.1378,521.4589,1012.9633,200.01012,892.4273,125.98736,847.6915,525.9608,708.4855,14858.112,1585.9165,386.6776,408.0278,67.939316,643.3704,610.4172,446.24527,67.53856,434.6675,215.79266,56.432365,5939.7,406.8407,5670.717,777.60175,161.39697,2736.4172,575.65485,137.75095,925.5373,1989.4943,246.59671,386.7914,B,VGP,non_tumor
61051.656,432.6623,337.58032,255.54755,1163.1082,324.07867,4397.8623,67.12459,4559.1113,8871.37,4571.1543,43.35082,1287.4066,330.1705,579.2852,1250.5311,229.90492,1112.5214,112.878685,1034.718,2126.5771,553.9213,6946.8296,1191.0197,436.4754,396.79346,73.803276,699.34424,238.35738,275.37704,67.7082,494.72787,241.4,54.727867,7812.9673,491.0492,7162.4263,1022.5082,184.81639,1187.9148,679.20654,160.29181,1039.9541,5959.6265,106.82623,420.84592,B,VGP,non_tumor
7944.036,439.75488,283.2173,248.41504,915.9847,292.77856,2789.8274,117.331474,1218.649,6233.1406,2988.1128,40.710308,830.1142,259.48746,506.83148,672.6003,149.11978,526.3329,144.6337,793.01117,1319.7423,372.0752,2186.383,816.10583,267.3259,342.31894,108.17548,461.2827,156.40111,662.1671,41.508358,548.4457,160.97214,24.718662,2161.1797,293.76324,1749.6184,612.03345,126.03064,952.9387,521.92755,127.51114,465.06268,803.5989,64.33704,375.58914,B,VGP,non_tumor
16533.781,494.9784,260.1002,114.497055,1142.4126,374.38702,7694.5796,59.53438,5179.3496,4222.299,10926.837,79.68959,1289.6779,350.7839,557.35956,1197.833,399.10806,846.7112,67.53831,1033.1611,768.3222,507.01767,1580.3615,1686.167,459.0393,553.94305,79.1336,870.3163,415.92337,1028.8861,40.463654,589.7642,235.62868,30.858545,7518.43,456.01178,2035.607,1129.4716,186.33398,1527.8605,811.5658,186.83498,1653.835,5829.796,146.18271,396.8821,B,VGP,non_tumor
12468.016,390.41556,287.3847,256.6515,862.3995,284.4142,16761.867,92.46917,589.14075,6065.308,679.66486,42.72118,850.9852,254.44504,524.76276,857.06165,179.1555,614.3378,133.95308,717.8217,1225.8552,637.9303,2152.5012,783.2118,279.7547,539.7614,32.966488,525.06836,202.75336,1393.5469,40.852547,320.6649,143.16489,30.427614,6418.079,495.3043,3378.0457,804.2842,133.2815,1576.5027,552.20105,127.986595,596.7158,2294.9988,69.375336,402.2949,B,VGP,non_tumor
5274.843,310.05655,482.02484,350.7476,755.4759,251.37242,2003.2579,418.98758,442.9462,358.1462,585.96,41.26207,650.1503,221.29517,505.9145,664.32,156.88965,1144.3628,1408.822,573.77515,117.70069,125.04552,133.77655,665.3117,224.47035,437.85654,23.943449,468.54068,223.3669,114.36552,49.704826,273.8055,157.18207,26.757242,1834.2676,256.97656,1409.138,589.4524,122.928276,1741.2152,496.03174,131.35173,364.14896,372.77792,65.74069,372.73795,B,normal,non_tumor
7458.8394,1030.999,394.86356,3651.4065,1313.6793,461.24463,2123.7642,4612.7925,607.3801,389.60916,714.9415,39.007797,860.22614,254.63353,520.5848,752.60626,161.94055,994.1053,1476.2632,613.35284,110.41423,229.49416,1652.1754,988.5731,238.077,382.74658,101.84113,462.20956,257.12866,118.65107,45.374268,241.64328,128.59552,28.302145,1743.4717,310.03412,3231.3022,620.7446,122.107216,859.769,496.66278,115.34503,377.66568,328.9883,64.346,379.05264,B,VGP,tumor
10528.033,341.5012,1236.5272,339.0142,795.7092,320.41373,5339.298,48.307327,1997.2294,2958.832,3470.201,40.3948,814.5792,218.64539,582.80853,850.1844,147.33333,687.0496,73.858154,684.3948,652.5721,469.32388,5116.7827,1382.5012,265.31915,473.8747,32.300236,526.948,239.73286,1535.7115,48.352245,358.73523,165.94563,48.234043,7448.4136,359.6785,5455.87,818.2813,126.02128,1208.4114,521.2908,119.40662,377.02127,3383.4326,63.50591,413.17966,B,VGP,non_tumor
7867.892,411.47864,355.32584,504.53033,846.26294,395.90787,1695.636,3626.4292,536.3888,426.50787,488.7011,41.35281,773.9528,225.82472,515.79553,649.2225,153.77753,725.4877,768.9955,546.5326,100.44719,112.30562,350.0809,694.0045,222.99101,263.66516,25.750563,438.30338,191.0045,292.61572,45.642696,324.68765,158.82022,29.617977,1358.2764,253.80899,1102.8899,662.3708,120.15955,1042.0494,535.05396,126.54157,429.82697,405.06516,68.0764,393.23596,B,VGP,non_tumor
3240.0645,336.44485,886.16174,383.74817,946.7776,318.75,1448.8143,733.85297,441.2114,281.2978,425.84558,40.51103,755.99634,222.05147,497.97427,576.5184,140.7739,912.7427,1319.8383,492.83823,60.66544,103.11581,147.26103,351.57538,228.21324,226.65993,24.220589,436.54413,147.875,145.10846,33.64522,295.51654,162.76839,20.558823,1683.6526,247.82536,395.11765,659.57904,128.81801,508.64706,534.3309,139.37868,317.0625,421.03677,86.00368,376.47794,B,VGP,non_tumor
13846.476,250.76596,214.86702,151.67021,719.9202,270.42288,5484.939,52.837765,3358.2314,33768.57,5283.9204,41.109043,867.0186,243.51064,601.375,792.0186,152.65692,700.9202,104.68617,793.5186,3696.5266,524.1409,5187.5347,1415.0293,326.46808,409.09842,43.94149,511.22873,318.45746,870.6489,53.18883,925.7048,160.82181,35.726063,3223.0745,338.54254,3552.7632,674.7473,130.56117,2309.3032,498.89362,118.28191,505.6649,7100.7954,69.75,381.37234,B,VGP,non_tumor
11193.219,291.7624,214.02393,219.74701,761.4513,318.70087,2693.6804,70.620514,2724.9436,4885.928,2122.7522,271.35898,847.61707,242.86325,534.212,722.6222,209.69914,665.788,106.694016,735.1744,9634.371,858.4957,14321.649,2195.3708,379.13504,415.49744,39.068375,470.6564,172.49915,295.25812,54.384617,692.98975,142.09573,36.211967,3041.1572,329.85812,3632.323,632.6051,128.25299,2574.889,492.80682,118.84957,337.09232,5749.9023,64.25641,376.53162,B,VGP,non_tumor
11844.577,4184.8804,388.5634,2609.8215,1433.0939,345.96948,2372.8215,76.80986,872.41547,1345.284,972.14557,41.577465,1037.6597,309.51175,602.0141,1159.6033,189.92488,819.3826,88.751175,920.59155,645.06573,406.79108,2935.845,2718.4014,367.10562,474.74414,37.30986,725.831,801.7183,677.75586,56.065727,507.05164,181.56339,39.73709,3479.7441,353.61267,3360.068,952.73004,153.9953,1483.9484,656.24646,151.91785,1277.9319,896.06573,105.08216,410.6784,B,VGP,tumor
46509.91,464.2186,336.62643,387.9625,1066.3735,342.10605,2756.1191,62.22186,1631.4371,1629.0016,4809.5283,42.032627,1033.155,284.16476,524.0228,940.51874,168.42578,589.1876,100.25775,828.47473,377.06525,490.59708,7632.0327,1458.85,354.28384,332.9119,33.619904,661.39966,264.48776,163.11746,43.350735,443.89722,199.95921,29.08809,3916.5906,357.00162,4099.99,752.10443,145.72594,1525.2756,589.05707,138.73735,884.9364,1032.9038,81.76998,391.18433,B,VGP,non_tumor
12482.728,848.3103,500.8873,561.34204,981.8008,361.0103,3374.4207,3591.9119,611.55316,1064.4039,896.07855,39.60397,854.0865,255.63571,539.023,894.17303,164.73889,1221.954,1676.631,672.11426,217.23096,164.3873,2238.2952,1306.6079,252.09683,419.59525,58.55873,545.24286,525.596,460.5492,71.21349,315.82382,171.09763,29.029366,2227.854,314.02777,3460.6675,674.6905,133.07857,1405.004,497.7135,124.10555,540.7841,484.91983,73.03651,391.03967,B,VGP,non_tumor
14072.561,440.08997,280.6454,184.49153,958.897,284.90872,2627.9102,60.818775,1293.1122,1665.9087,2617.2737,232.1734,865.5411,248.04433,494.05347,997.0769,176.78096,663.56586,76.90743,713.0613,2034.206,592.78876,3950.6245,1267.6884,301.90744,482.2842,23.83442,557.8605,352.60757,288.53586,33.376793,794.6532,176.85136,29.795307,2083.9934,317.46805,3683.382,672.30115,138.66623,1584.4707,551.0026,134.4146,972.99347,1732.8384,68.61147,370.8618,B,normal,non_tumor
11509.348,322.1375,378.8925,285.525,740.765,292.685,2541.0376,49.62,2045.3125,652.4775,2999.2375,225.8025,1224.49,190.05,510.3325,668.36,146.5,672.1275,139.59,584.74,384.09,860.16,5683.0024,397.86,216.995,422.5175,32.7775,411.835,235.9825,144.09,72.9225,466.8925,220.58,61.9375,2188.495,303.235,8582.053,537.84,119.0725,656.72,448.78,112.1725,303.69,921.665,56.75,374.8325,B,normal,non_tumor
11193.142,521.27954,316.17868,211.04611,1221.7867,348.69165,3520.8445,63.757927,3199.588,3248.85,4142.9077,109.15274,1218.2853,351.098,546.3631,1095.0951,213.53314,653.50433,67.3343,941.14124,959.0202,950.22766,1677.6715,1543.1095,418.19022,494.8271,56.193085,805.73486,304.6369,723.9136,39.79827,477.91068,218.08357,33.45245,3925.6772,417.7176,2351.7463,1024.2075,196.6196,1267.4496,784.1527,183.19597,1651.2421,5696.0664,97.945244,406.29108,B,VGP,non_tumor
8394.273,362.52493,360.78217,274.66403,906.5512,287.30447,1886.3754,68.43307,979.0761,1900.5721,2322.9841,203.95801,927.79004,260.00262,529.21783,874.5827,138.61154,622.1207,88.91863,727.9711,264.49344,3318.126,2909.412,665.68506,272.45145,366.22046,52.648293,555.73755,193.42258,220.1916,50.769028,327.7349,157.82152,48.41995,3060.3596,432.82416,3192.0813,721.50134,135.74803,957.39105,555.0026,129.5643,667.2546,1004.1076,77.48819,388.5748,B,VGP,non_tumor
19774.82,541.202,458.6138,554.1816,1131.8619,400.6445,2064.1584,2896.9387,712.7954,557.4706,579.3453,41.859337,876.09717,232.03069,532.3018,843.8517,175.6624,1080.4808,1695.7954,713.54474,174.30946,122.13811,1144.0103,756.97186,254.1381,350.89258,26.012787,497.96164,221.84143,93.2711,60.711,725.51404,332.8082,32.818413,2943.1611,289.95395,2635.2507,699.5729,123.01791,785.688,531.5422,130.37596,781.9386,426.13812,67.79795,380.62405,B,normal,non_tumor
5131.8076,5477.3833,663.609,4984.142,1824.4362,377.1497,2057.3755,87.129036,711.71094,804.59094,1176.8271,41.107098,947.2529,257.15485,623.54193,960.6142,168.39484,918.00775,118.242584,720.86066,226.54193,396.55225,5224.9985,7281.102,291.97678,442.4,70.37807,773.4194,444.5897,438.02582,48.416775,273.0026,125.549675,28.589678,1977.1019,334.8813,3629.4478,913.82196,123.51097,714.8865,496.36902,115.105804,351.83612,482.7639,86.18194,413.34195,B,VGP,tumor
56648.156,286.99234,295.2194,286.4337,788.4566,327.1556,3160.5435,67.13776,1747.9541,3512.5076,2732.7654,42.642857,1582.3418,241.01785,553.7755,793.875,180.30867,673.41583,106.01276,780.56885,4975.125,856.45917,57189.4,2484.8496,342.50766,436.0255,37.627552,475.75,198.48979,1247.9618,56.07398,580.0076,151.59439,46.30357,10821.365,360.7245,7472.89,842.2296,131.00766,1372.2474,506.5408,115.74745,332.2755,2990.1965,124.40051,451.1148,B,VGP,non_tumor
10282.367,290.10468,399.9891,272.97928,699.2192,314.78735,7044.519,43.011997,707.82117,4146.8613,809.55835,40.512543,658.13306,198.02399,568.21594,617.34894,130.74265,534.7481,73.17121,581.1985,2017.1243,558.3468,4275.351,2287.8713,235.20392,479.4155,34.36096,447.12976,167.84297,3146.6292,43.499454,720.8571,131.68375,27.671755,2061.5574,275.97928,1955.1702,532.4526,107.89531,2175.0022,444.95966,108.48092,277.37842,3045.5615,56.562706,388.2421,B,VGP,non_tumor
6335.5303,5410.541,777.3625,4629.064,1553.7395,368.1421,1285.2532,104.33515,618.32605,483.3552,830.5355,41.765026,917.8142,271.91803,598.0601,932.3916,148.5246,797.6758,108.327866,841.8033,247.95082,477.02005,5541.9453,4040.2095,325.9727,459.76685,29.346085,701.52277,611.1366,118.291435,56.795994,322.4317,156.04372,31.382513,2703.071,303.82877,1996.4044,1071.459,134.0765,1042.9727,592.4991,134.32422,622.2313,430.3898,89.08561,410.45538,B,VGP,tumor
7083.9014,317.6797,892.2672,339.7797,811.45154,263.46405,2335.5562,986.40155,516.92346,409.90625,646.4828,41.590626,735.59534,224.37032,522.96875,716.03906,163.425,1401.375,1631.9343,603.1281,121.65,134.31406,305.33438,685.09845,229.97969,446.57343,27.253124,488.02344,244.77031,137.06563,66.91406,272.36563,164.7,30.904688,1940.2828,252.0953,1787.4954,581.1297,120.44063,1312.6438,484.51718,126.401566,402.83594,337.11407,77.00938,369.83905,B,normal,non_tumor
7877.8735,2437.5269,420.59015,6339.5806,1067.4895,335.32788,1265.5972,39.48478,572.4473,543.40283,650.7541,48.332554,831.4286,198.9719,551.7588,818.16864,116.46136,640.99066,74.20375,668.8618,182.51054,307.23886,3890.2998,5262.293,258.81732,426.41452,27.6815,590.65576,438.4028,128.60422,39.749416,316.26932,146.24825,25.702576,2368.5503,364.62296,2276.9954,746.5808,123.11475,943.29974,497.72366,117.13583,438.7869,434.70724,65.337234,393.8314,B,VGP,tumor
14343.66,380.7967,361.5332,267.70538,815.0664,313.56638,4288.0435,42.369293,1971.1307,904.79254,719.9813,91.13901,755.195,203.88797,496.69708,702.1452,149.32988,660.57886,141.5083,610.2718,985.4066,453.1307,5720.1763,1068.3838,252.76556,509.9419,31.782158,469.93982,414.33194,189.14731,53.458508,630.917,269.278,43.05809,2764.4482,411.7801,10190.508,611.3921,134.55394,2091.9128,471.80084,118.92946,321.4274,2420.3298,65.417015,373.6307,B,VGP,non_tumor
37058.72,568.1331,332.92633,107.184135,1432.7196,442.6629,5592.0425,59.291786,2820.0369,2151.629,7304.4053,44.13881,1628.0538,455.76486,567.58356,1658.187,313.71387,794.55524,69.322945,1362.7932,375.73654,320.898,1179.4901,1526.6912,578.4901,546.58356,27.152975,1004.6657,547.78186,464.4561,38.15864,793.1983,349.65723,41.784702,5597.9263,608.44196,4536.2437,1264.9009,225.73938,1007.2946,973.31445,231.11615,2148.49,2255.1106,136.45892,390.21814,B,VGP,non_tumor
10565.67,344.97025,262.23804,170.96248,703.19666,212.41527,9300.395,103.9392,887.6093,2200.8628,3611.1138,40.968952,709.9935,226.09184,482.53427,629.6843,162.99612,535.65717,126.036224,597.18243,2569.176,285.5291,2294.943,931.749,270.1423,474.90167,22.027166,430.64294,244.07503,434.7154,30.5511,250.32083,131.37128,23.774902,1947.8188,304.84607,1540.3843,561.564,115.33247,1648.5304,477.7141,118.163,730.17596,868.2005,60.397156,365.6779,B,normal,non_tumor
11769.804,1290.2638,342.51257,1056.5503,866.8769,320.1206,1209.4196,29.188442,508.28644,1652.3593,545.2211,43.585426,685.3166,173.19598,508.11057,583.2387,102.268845,543.0653,79.67839,786.85425,862.34924,462.46985,3739.6506,1862.3115,249.29398,401.49496,23.919598,447.04272,328.21106,259.88693,29.914574,832.32666,132.48744,23.886934,2466.8467,245.60301,2367.2612,536.1608,110.32915,1236.9974,432.37186,109.595474,407.098,721.2513,55.748745,393.0603,B,VGP,non_tumor
10672.076,382.311,299.01913,320.1627,912.26074,317.9689,1938.2727,34.29426,1360.4187,1068.1986,967.85406,382.6842,845.5263,218.78468,517.81104,771.5694,131.88995,545.2488,82.58612,1744.3014,254.3397,2676.1963,5157.3184,1555.9713,279.11005,411.85645,50.863636,539.6914,338.88278,454.08853,46.227272,378.26794,157.69379,31.02153,2819.993,360.0622,4712.5454,668.82776,130.69856,1046.3756,509.91626,127.124405,440.67465,3161.689,73.05024,387.1531,B,VGP,non_tumor
